comment,FilePath,preId,id,zh-cn,en-us
"t('recordHook.qianBaoMingCheng')","../src/views/phone-bill/recordHook.tsx:68","recordHook","qianBaoMingCheng","钱包名称","en"
"t('recordHook.chanPin')","../src/views/phone-bill/recordHook.tsx:72","recordHook","chanPin","产品ID","en"
"t('recordHook.guoJiaHuoDi')","../src/views/phone-bill/recordHook.tsx:76","recordHook","guoJiaHuoDi","国家或地区","en"
"t('recordHook.yunYingShang')","../src/views/phone-bill/recordHook.tsx:80","recordHook","yunYingShang","运营商","en"
"t('recordHook.chongZhiShouJi')","../src/views/phone-bill/recordHook.tsx:84","recordHook","chongZhiShouJi","充值手机号码","en"
"t('recordHook.chongZhiBiZhong')","../src/views/phone-bill/recordHook.tsx:89","recordHook","chongZhiBiZhong","充值币种","en"
"t('recordHook.chongZhiMianE')","../src/views/phone-bill/recordHook.tsx:93","recordHook","chongZhiMianE","充值面额","en"
"t('recordHook.fuKuanBiZhong1')","../src/views/phone-bill/recordHook.tsx:97","recordHook","fuKuanBiZhong1","付款币种","en"
"t('recordHook.fuKuanJinE')","../src/views/phone-bill/recordHook.tsx:101","recordHook","fuKuanJinE","付款金额","en"
"t('recordHook.zhuangTai1')","../src/views/phone-bill/recordHook.tsx:105","recordHook","zhuangTai1","状态","en"
"t('recordHook.jiaoYiShiJian1')","../src/views/phone-bill/recordHook.tsx:114","recordHook","jiaoYiShiJian1","交易时间","en"
"t('addUpdate.tianJiaZiDian')","../src/views/system/dict/addUpdate.vue:11","addUpdate","tianJiaZiDian","添加字典","en"
"t('addUpdate.qingShuRuDui')","../src/views/system/dict/addUpdate.vue:37","addUpdate","qingShuRuDui","请输入对照字段","en"
"t('addUpdate.qingShuRuDui1')","../src/views/system/dict/addUpdate.vue:38","addUpdate","qingShuRuDui1","请输入对照名称","en"
"t('addUpdate.qingShuRuDui2')","../src/views/system/dict/addUpdate.vue:39","addUpdate","qingShuRuDui2","请输入对照码","en"
"t('addUpdate.qingShuRuDai')","../src/views/system/dict/addUpdate.vue:40","addUpdate","qingShuRuDai","请输入代码描述","en"
"t('addUpdate.qingXuanZeShi')","../src/views/system/dict/addUpdate.vue:41","addUpdate","qingXuanZeShi","请选择是否可编辑","en"
"t('addUpdate.xiuGaiChengGong')","../src/views/system/dict/addUpdate.vue:80","addUpdate","xiuGaiChengGong","修改成功！","en"
"t('addUpdate.tianJiaChengGong')","../src/views/system/dict/addUpdate.vue:93","addUpdate","tianJiaChengGong","添加成功！","en"
"t('addUpdate.duiZhaoZiDuan')","../src/views/system/dict/addUpdate.vue:122","addUpdate","duiZhaoZiDuan","对照字段","en"
"t('addUpdate.duiZhaoMingCheng')","../src/views/system/dict/addUpdate.vue:129","addUpdate","duiZhaoMingCheng","对照名称","en"
"t('addUpdate.duiZhaoMa')","../src/views/system/dict/addUpdate.vue:136","addUpdate","duiZhaoMa","对照码","en"
"t('addUpdate.daiMaMiaoShu')","../src/views/system/dict/addUpdate.vue:143","addUpdate","daiMaMiaoShu","代码描述","en"
"t('addUpdate.paiXuHao')","../src/views/system/dict/addUpdate.vue:150","addUpdate","paiXuHao","排序号","en"
"t('addUpdate.qingShuRuPai')","../src/views/system/dict/addUpdate.vue:154","addUpdate","qingShuRuPai","请输入排序号","en"
"t('addUpdate.bianJiMoShi')","../src/views/system/dict/addUpdate.vue:158","addUpdate","bianJiMoShi","编辑模式","en"
"t('addUpdate.qiYongZhuangTai')","../src/views/system/dict/addUpdate.vue:164","addUpdate","qiYongZhuangTai","启用状态","en"
"t('addUpdate.beiZhu')","../src/views/system/dict/addUpdate.vue:170","addUpdate","beiZhu","备注","en"
"t('addUpdate.beiZhuXinXi')","../src/views/system/dict/addUpdate.vue:172","addUpdate","beiZhuXinXi","备注信息","en"
"t('index.duiZhaoZiDuan1')","../src/views/system/dict/index.vue:39","index","duiZhaoZiDuan1","对照字段：","en"
"t('index.qingXuanZeZi')","../src/views/system/dict/index.vue:40","index","qingXuanZeZi","请选择字典名称","en"
"t('indexHook.jinYong')","../src/views/system/dict/indexHook.tsx:16","indexHook","jinYong","禁用","en"
"t('indexHook.qiYong')","../src/views/system/dict/indexHook.tsx:17","indexHook","qiYong","启用","en"
"t('indexHook.ziDianBianHao')","../src/views/system/dict/indexHook.tsx:33","indexHook","ziDianBianHao","字典编号","en"
"t('indexHook.fenLeiDaiMa')","../src/views/system/dict/indexHook.tsx:38","indexHook","fenLeiDaiMa","分类代码","en"
"t('indexHook.fenLeiMingCheng')","../src/views/system/dict/indexHook.tsx:43","indexHook","fenLeiMingCheng","分类名称","en"
"t('indexHook.ziDianDaiMa')","../src/views/system/dict/indexHook.tsx:48","indexHook","ziDianDaiMa","字典代码","en"
"t('indexHook.ziDianMiaoShu')","../src/views/system/dict/indexHook.tsx:53","indexHook","ziDianMiaoShu","字典描述","en"
"t('indexHook.keBianJi')","../src/views/system/dict/indexHook.tsx:61","indexHook","keBianJi","可编辑","en"
"t('indexHook.zhiDu')","../src/views/system/dict/indexHook.tsx:61","indexHook","zhiDu","只读","en"
"t('indexHook.paiXu')","../src/views/system/dict/indexHook.tsx:74","indexHook","paiXu","排序","en"
"t('indexHook.chuangJianShiJian')","../src/views/system/dict/indexHook.tsx:84","indexHook","chuangJianShiJian","创建时间","en"
"t('indexHook.gengXinShiJian')","../src/views/system/dict/indexHook.tsx:91","indexHook","gengXinShiJian","更新时间","en"
"t('indexHook.caoZuo')","../src/views/system/dict/indexHook.tsx:98","indexHook","caoZuo","操作","en"
"t('indexHook.bianJiZiDian')","../src/views/system/dict/indexHook.tsx:118","indexHook","bianJiZiDian","编辑字典","en"
"t('indexHook.queRen')","../src/views/system/dict/indexHook.tsx:125","indexHook","queRen","确认","en"
"t('indexHook.quXiao')","../src/views/system/dict/indexHook.tsx:126","indexHook","quXiao","取消","en"
"t('indexHook.quXiaoCaoZuo')","../src/views/system/dict/indexHook.tsx:133","indexHook","quXiaoCaoZuo","取消操作","en"
"t('indexHook.caoZuoChengGong')","../src/views/system/dict/indexHook.tsx:143","indexHook","caoZuoChengGong","操作成功","en"
"t('addUpdate.tianJiaCaiDan')","../src/views/system/menu/addUpdate.vue:42","addUpdate","tianJiaCaiDan","添加菜单","en"
"t('addUpdate.shangJiCaiDan')","../src/views/system/menu/addUpdate.vue:79","addUpdate","shangJiCaiDan","上级菜单不能为空","en"
"t('addUpdate.caiDanLeiXing')","../src/views/system/menu/addUpdate.vue:80","addUpdate","caiDanLeiXing","菜单类型不能为空","en"
"t('addUpdate.caiDanMingCheng')","../src/views/system/menu/addUpdate.vue:81","addUpdate","caiDanMingCheng","菜单名称不能为空","en"
"t('addUpdate.caiDanShunXu')","../src/views/system/menu/addUpdate.vue:82","addUpdate","caiDanShunXu","菜单顺序不能为空","en"
"t('addUpdate.yeMianLuJing')","../src/views/system/menu/addUpdate.vue:84","addUpdate","yeMianLuJing","页面路径或权限标识不能为空","en"
"t('addUpdate.yeMianMingCheng')","../src/views/system/menu/addUpdate.vue:87","addUpdate","yeMianMingCheng","页面名称不能为空","en"
"t('addUpdate.zhuLeiMu')","../src/views/system/menu/addUpdate.vue:104","addUpdate","zhuLeiMu","主类目","en"
"t('addUpdate.xiuGaiChengGong')","../src/views/system/menu/addUpdate.vue:167","addUpdate","xiuGaiChengGong","修改成功","en"
"t('addUpdate.xinZengChengGong')","../src/views/system/menu/addUpdate.vue:181","addUpdate","xinZengChengGong","新增成功","en"
"t('addUpdate.shangJiCaiDan1')","../src/views/system/menu/addUpdate.vue:207","addUpdate","shangJiCaiDan1","上级菜单","en"
"t('addUpdate.xuanZeShangJi')","../src/views/system/menu/addUpdate.vue:218","addUpdate","xuanZeShangJi","选择上级菜单","en"
"t('addUpdate.caiDanLeiXing1')","../src/views/system/menu/addUpdate.vue:224","addUpdate","caiDanLeiXing1","菜单类型","en"
"t('addUpdate.caiDanTuBiao')","../src/views/system/menu/addUpdate.vue:233","addUpdate","caiDanTuBiao","菜单图标","en"
"t('addUpdate.dianJiXuanZe')","../src/views/system/menu/addUpdate.vue:244","addUpdate","dianJiXuanZe","点击选择图标","en"
"t('addUpdate.muLuMingCheng')","../src/views/system/menu/addUpdate.vue:273","addUpdate","muLuMingCheng","目录名称","en"
"t('addUpdate.caiDanMingCheng1')","../src/views/system/menu/addUpdate.vue:275","addUpdate","caiDanMingCheng1","菜单名称","en"
"t('addUpdate.anNiuMingCheng')","../src/views/system/menu/addUpdate.vue:276","addUpdate","anNiuMingCheng","按钮名称","en"
"t('addUpdate.qingShuRuCai')","../src/views/system/menu/addUpdate.vue:280","addUpdate","qingShuRuCai","请输入菜单名称","en"
"t('addUpdate.xianShiPaiXu')","../src/views/system/menu/addUpdate.vue:284","addUpdate","xianShiPaiXu","显示排序","en"
"t('addUpdate.qingShuRuQuan')","../src/views/system/menu/addUpdate.vue:297","addUpdate","qingShuRuQuan","请输入权限标识","en"
"t('addUpdate.qingShuRuYe')","../src/views/system/menu/addUpdate.vue:297","addUpdate","qingShuRuYe","请输入页面路径","en"
"t('addUpdate.anNiuKongZhi')","../src/views/system/menu/addUpdate.vue:304","addUpdate","anNiuKongZhi","按钮控制器中定义的权限字符，如：v-permission='system:role:add'","en"
"t('addUpdate.fangWenDeYe')","../src/views/system/menu/addUpdate.vue:311","addUpdate","fangWenDeYe","访问的页面路径，如：菜单管理 `/system/menu/index`，默认在`views`目录下","en"
"t('addUpdate.fangWenDeMu')","../src/views/system/menu/addUpdate.vue:318","addUpdate","fangWenDeMu","访问的目录路径，如：菜单管理 `/system`，默认在`views`目录下","en"
"t('addUpdate.muLuLuJing')","../src/views/system/menu/addUpdate.vue:326","addUpdate","muLuLuJing","目录路径","en"
"t('addUpdate.yeMianLuJing1')","../src/views/system/menu/addUpdate.vue:328","addUpdate","yeMianLuJing1","页面路径","en"
"t('addUpdate.quanXianBiaoShi')","../src/views/system/menu/addUpdate.vue:329","addUpdate","quanXianBiaoShi","权限标识","en"
"t('addUpdate.fangWenYeMian')","../src/views/system/menu/addUpdate.vue:340","addUpdate","fangWenYeMian","访问页面的名称，系统访问页面路由时，根据页面名称来定位","en"
"t('addUpdate.qingShuRuYe1')","../src/views/system/menu/addUpdate.vue:350","addUpdate","qingShuRuYe1","请输入页面名称","en"
"t('addUpdate.ciAnNiuGong')","../src/views/system/menu/addUpdate.vue:359","addUpdate","ciAnNiuGong","此按钮功能对应的后端接口请求地址，如：新增菜单接口：/boss/system/menu/add","en"
"t('addUpdate.jieKouQingQiu')","../src/views/system/menu/addUpdate.vue:367","addUpdate","jieKouQingQiu","接口请求地址","en"
"t('addUpdate.qingShuRuCai1')","../src/views/system/menu/addUpdate.vue:376","addUpdate","qingShuRuCai1","请输入菜单备注","en"
"t('hook.tuBiao')","../src/views/system/menu/hook.ts:41","hook","tuBiao","图标","en"
"t('hook.yeMianLuJing2')","../src/views/system/menu/hook.ts:57","hook","yeMianLuJing2","页面路径或权限标识","en"
"t('hook.jieKouDiZhi')","../src/views/system/menu/hook.ts:63","hook","jieKouDiZhi","接口地址","en"
"t('hook.xiuGaiCaiDan')","../src/views/system/menu/hook.ts:147","hook","xiuGaiCaiDan","修改菜单","en"
"t('hook.shiFouQueRen')","../src/views/system/menu/hook.ts:152","hook","shiFouQueRen","是否确认删除名称为""","en"
"t('hook.deShuJuXiang')","../src/views/system/menu/hook.ts:152","hook","deShuJuXiang","""的数据项?","en"
"t('hook.tiShi')","../src/views/system/menu/hook.ts:153","hook","tiShi","提示","en"
"t('hook.shanChuChengGong')","../src/views/system/menu/hook.ts:172","hook","shanChuChengGong","删除成功","en"
"t('addUpdate.xinZengRenYuan')","../src/views/system/personnel/addUpdate.vue:18","addUpdate","xinZengRenYuan","新增人员","en"
"t('addUpdate.yongHuMing')","../src/views/system/personnel/addUpdate.vue:130","addUpdate","yongHuMing","用户名","en"
"t('addUpdate.qingShuRuYong')","../src/views/system/personnel/addUpdate.vue:134","addUpdate","qingShuRuYong","请输入用户名","en"
"t('addUpdate.miMa')","../src/views/system/personnel/addUpdate.vue:140","addUpdate","miMa","密码","en"
"t('addUpdate.queRenMiMa')","../src/views/system/personnel/addUpdate.vue:152","addUpdate","queRenMiMa","确认密码","en"
"t('addUpdate.qingQueRenMi')","../src/views/system/personnel/addUpdate.vue:158","addUpdate","qingQueRenMi","请确认密码","en"
"t('addUpdate.qingXuanZe')","../src/views/system/personnel/addUpdate.vue:175","addUpdate","qingXuanZe","请选择","en"
"t('assignRoles.yongHuBuKe')","../src/views/system/personnel/assignRoles.vue:58","assignRoles","yongHuBuKe","用户不可用","en"
"t('assignRoles.caoZuoChengGong')","../src/views/system/personnel/assignRoles.vue:78","assignRoles","caoZuoChengGong","操作成功！","en"
"t('assignRoles.fenPeiJiaoSe')","../src/views/system/personnel/assignRoles.vue:93","assignRoles","fenPeiJiaoSe","分配角色","en"
"t('assignRoles.renYuanZhuangTai')","../src/views/system/personnel/assignRoles.vue:102","assignRoles","renYuanZhuangTai","人员状态","en"
"t('assignRoles.renYuanJiaoSe')","../src/views/system/personnel/assignRoles.vue:106","assignRoles","renYuanJiaoSe","人员角色","en"
"t('hook.keYong')","../src/views/system/personnel/hook.tsx:17","hook","keYong","可用","en"
"t('hook.buKeYong')","../src/views/system/personnel/hook.tsx:18","hook","buKeYong","不可用","en"
"t('hook.quHaoShouJi')","../src/views/system/personnel/hook.tsx:49","hook","quHaoShouJi","区号 - 手机号","en"
"t('hook.zuiHouXiuGai')","../src/views/system/personnel/hook.tsx:71","hook","zuiHouXiuGai","最后修改时间","en"
"t('hook.xiuGaiRenYuan')","../src/views/system/personnel/hook.tsx:100","hook","xiuGaiRenYuan","修改人员","en"
"t('index.renYuanMingCheng')","../src/views/system/personnel/index.vue:44","index","renYuanMingCheng","人员名称：","en"
"t('index.qingShuRuRen')","../src/views/system/personnel/index.vue:47","index","qingShuRuRen","请输入人员名称","en"
"t('index.shouJiHaoMa')","../src/views/system/personnel/index.vue:51","index","shouJiHaoMa","手机号码：","en"
"t('index.qingShuRuShou')","../src/views/system/personnel/index.vue:54","index","qingShuRuShou","请输入手机号码","en"
"t('validate.zuiDuoGeZi')","../src/views/system/personnel/validate.ts:8","validate","zuiDuoGeZi","最多30 个字符","en"
"t('validate.changDuZaiDao')","../src/views/system/personnel/validate.ts:12","validate","changDuZaiDao","长度在 6 到 18 个字符","en"
"t('validate.qingZaiCiQue')","../src/views/system/personnel/validate.ts:20","validate","qingZaiCiQue","请再次确认密码","en"
"t('validate.liangCiShuRu')","../src/views/system/personnel/validate.ts:22","validate","liangCiShuRu","两次输入密码不一致!","en"
"t('validate.qingShuRuZheng')","../src/views/system/personnel/validate.ts:35","validate","qingShuRuZheng","请输入正确格式的手机号","en"
"t('addUpdate.tianJiaJiaoSe')","../src/views/system/role/addUpdate.vue:11","addUpdate","tianJiaJiaoSe","添加角色","en"
"t('addUpdate.qingShuRuJiao')","../src/views/system/role/addUpdate.vue:37","addUpdate","qingShuRuJiao","请输入角色名","en"
"t('addUpdate.qingShuRuJiao1')","../src/views/system/role/addUpdate.vue:38","addUpdate","qingShuRuJiao1","请输入角色描述","en"
"t('addUpdate.jiaoSeMing')","../src/views/system/role/addUpdate.vue:113","addUpdate","jiaoSeMing","角色名","en"
"t('addUpdate.jiaoSeMiaoShu')","../src/views/system/role/addUpdate.vue:120","addUpdate","jiaoSeMiaoShu","角色描述","en"
"t('assignMenu.jiaZaiZhong')","../src/views/system/role/assignMenu.vue:34","assignMenu","jiaZaiZhong","加载中...","en"
"t('assignMenu.zanWuShuJu')","../src/views/system/role/assignMenu.vue:73","assignMenu","zanWuShuJu","暂无数据","en"
"t('assignMenu.jiaZaiShiBai')","../src/views/system/role/assignMenu.vue:92","assignMenu","jiaZaiShiBai","加载失败","en"
"t('assignMenu.caiDan')","../src/views/system/role/assignMenu.vue:132","assignMenu","caiDan","菜单","en"
"t('hook.bianJiJiaoSe')","../src/views/system/role/hook.tsx:83","hook","bianJiJiaoSe","编辑角色","en"
"t('index.jiaoSeMing1')","../src/views/system/role/index.vue:44","index","jiaoSeMing1","角色名：","en"
"t('index.jiaoSeMiaoShu1')","../src/views/system/role/index.vue:47","index","jiaoSeMiaoShu1","角色描述：","en"
